experiment,endpoint,auroc_mean,aupr_mean,fpr95_mean,ece_mean,brier_mean,pearson_all_mean,spearman_all_mean,gate3_rows
jsrt_to_montgomery,mask_free,0.8560406031801913,,0.5222672064777328,0.15366440355304706,,0.604151189005461,0.6235665079738913,5
jsrt_to_montgomery,predicted_mask,0.8964384204658804,,0.388663967611336,0.15348391494249158,,0.7199795014406114,0.7151773097368952,5
