endpoint,score_method,top_k,canonical_auc,canonical_aupr,canonical_fpr95,canonical_tpr_at_fpr05,variant_auc,variant_aupr,variant_fpr95,variant_tpr_at_fpr05,delta_auc_variant_minus_canonical,delta_aupr_variant_minus_canonical,delta_fpr95_variant_minus_canonical,topk_jaccard,effect_corr_pearson,score_corr_id,score_corr_ood,n_match_id,n_match_ood,canonical_top_features,variant_top_features
mask_free,all_mean_abs_z,20,0.8560406031801913,0.7558297956394293,0.5222672064777328,0.3333333333333333,0.9213166696004225,0.8762561735129096,0.340080971659919,0.572463768115942,0.0652760664202312,0.12042637787348032,-0.18218623481781382,0.42857142857142855,0.6754147964250933,0.533659839991808,0.5287074981712553,247,138,"grad_cam_attribution_abs_mean_log10,grad_cam_attribution_abs_sum_log10,grad_cam_coverage_q_0.10,grad_cam_attribution_abs_sum,grad_cam_attribution_abs_mean,grad_cam_hist_entropy,coverage_q_0.10,hist_bin_02,grad_cam_coverage_auc,hist_bin_00,grad_cam_hist_bin_00,hist_entropy,grad_cam_coverage_q_0.20,coverage_auc,hist_bin_03,coverage_q_0.20,hist_bin_01,coverage_q_0.90,coverage_q_0.30,hist_bin_04","coverage_q_0.30,coverage_q_0.20,coverage_q_0.40,coverage_auc,attribution_abs_mean_log10,attribution_abs_sum_log10,coverage_q_0.10,coverage_q_0.50,coverage_q_0.60,grad_cam_coverage_q_0.10,attribution_abs_sum,attribution_abs_mean,grad_cam_attribution_abs_mean_log10,grad_cam_attribution_abs_sum_log10,coverage_q_0.70,grad_cam_hist_entropy,grad_cam_attribution_abs_sum,grad_cam_attribution_abs_mean,grad_cam_hist_bin_00,grad_cam_coverage_auc"
predicted_mask,all_mean_abs_z,20,0.8964384204658804,0.8367354260284118,0.38866396761133604,0.5362318840579711,0.844804318488529,0.7704341034694938,0.6356275303643725,0.34782608695652173,-0.05163410197735141,-0.06630132255891796,0.24696356275303644,0.48148148148148145,0.5895931251920498,0.60641238095535,0.5115946527849083,247,138,"component_border_fraction,grad_cam_attribution_abs_mean_log10,grad_cam_attribution_abs_sum_log10,component_border_mass_fraction,grad_cam_coverage_q_0.10,component_count,grad_cam_attribution_abs_mean,grad_cam_attribution_abs_sum,coverage_q_0.10,coverage_auc,grad_cam_border_signed_sum,grad_cam_border_abs_sum,grad_cam_hist_entropy,grad_cam_component_mean_size,border_signed_sum,hist_bin_02,grad_cam_coverage_auc,hist_bin_00,grad_cam_hist_bin_00,predicted_mask_coverage","attribution_abs_mean_log10,attribution_abs_sum_log10,grad_cam_coverage_q_0.10,attribution_abs_sum,attribution_abs_mean,grad_cam_attribution_abs_mean_log10,grad_cam_attribution_abs_sum_log10,grad_cam_border_signed_sum,grad_cam_border_abs_sum,border_abs_sum,grad_cam_border_pixel_count,border_pixel_count,grad_cam_hist_entropy,coverage_q_0.10,grad_cam_attribution_abs_mean,grad_cam_attribution_abs_sum,grad_cam_hist_bin_00,predicted_mask_coverage,grad_cam_coverage_auc,coverage_auc"
